sofifa_id,long_name,league_name,nationality_name,goals
251845,Abu Francis,Danish Superliga,Ghana,
221443,Samuel Laryea Mensiro,Swedish Allsvenskan,Ghana,
227603,Patrick Kpozo,Swedish Allsvenskan,Ghana,
235037,Emmanuel Sowah Adjei,Belgian Jupiler Pro League,Ghana,
237253,Abu Danladi,USA Major League Soccer,Ghana,
239076,Abdul Manaf Nurudeen,Belgian Jupiler Pro League,Ghana,
245436,Seth Paintsil,Austrian Football Bundesliga,Ghana,
245996,Kingsley Fobi,Spain Primera Division,Ghana,
252438,Kelvin Ofori,German 2. Bundesliga,Ghana,
255532,Isaac Nuhu,Belgian Jupiler Pro League,Ghana,
263733,Nasiru Moro,Swedish Allsvenskan,Ghana,
197932,Kwesi Appiah,English League Two,Ghana,
242634,Isaac Twum,Norwegian Eliteserien,Ghana,
244515,Clinton Antwi,Danish Superliga,Ghana,
251502,Abdul Malik Abubakari,Swedish Allsvenskan,Ghana,
251905,Maxwell Woledzi,Danish Superliga,Ghana,
257995,Abdul Wahab Ibrahim,Portuguese Liga ZON SAGRES,Ghana,
258975,Godwin Kobby Bentil,French Ligue 2,Ghana,
239646,Jonah Osabutey,Belgian Jupiler Pro League,Ghana,
240506,Frank Arhin,Swedish Allsvenskan,Ghana,
251028,Kwame Afriyie Adubofour Poku,English League Championship,Ghana,
252059,Salis Abdul Samed,French Ligue 1,Ghana,
258243,Gideon Mensah,Swedish Allsvenskan,Ghana,
259025,Samuel Alabi Borquaye,Swiss Super League,Ghana,
262440,Yaw Moses,Portuguese Liga ZON SAGRES,Ghana,
263421,Lasso Coulibaly,Danish Superliga,Ghana,
242906,Emmanuel Twumasi,USA Major League Soccer,Ghana,
247359,Musah Nuhu,Swiss Super League,Ghana,
259996,Thomas Boakye,Swedish Allsvenskan,Ghana,
259999,Sadat Karim,Swedish Allsvenskan,Ghana,
260115,Philip Ankhrah,Italian Serie A,Ghana,
260893,Philip Gameli Awuku,Turkish Süper Lig,Ghana,
264404,Stephen Buer,Spanish Segunda División,Ghana,
260621,Solomon Owusu,Norwegian Eliteserien,Ghana,
260891,Haqi Osman,Turkish Süper Lig,Ghana,
264098,Amankwaa Akurugu,Spain Primera Division,Ghana,
263313,Paul Mensah,Romanian Liga I,Ghana,
259288,Kwadwo Opoku,USA Major League Soccer,Ghana,
262941,Abraham Okyere,Belgian Jupiler Pro League,Ghana,
264441,Augustine Boakye,Austrian Football Bundesliga,Ghana,
256280,Abdallah Basit,Italian Serie B,Ghana,
260681,George Asomani,USA Major League Soccer,Ghana,
263891,Tjay De Barr,English League One,Gibraltar,
192774,Konstantinos Manolas,Italian Serie A,Greece,
211990,Odisseas Vlachodimos,Portuguese Liga ZON SAGRES,Greece,
203980,Konstantinos Fortounis,Greek Super League,Greece,
172879,Sokratis Papastathopoulos,Greek Super League,Greece,
208250,Anastasios Bakasetas,Turkish Süper Lig,Greece,
168621,José Carlos Gonçalves Rodrigues,Danish Superliga,Greece,
208053,Dimitrios Pelkas,Turkish Süper Lig,Greece,
208224,Petros Mantalos,Greek Super League,Greece,
246708,Giorgios Masouras,Greek Super League,Greece,
207683,Sokratis Dioudis,Greek Super League,Greece,
223922,Andreas Bouchalakis,Greek Super League,Greece,
199060,Georgios Tzavellas,Greek Super League,Greece,
232223,Konstantinos Tsimikas,English Premier League,Greece,
236457,Dimitris Giannoulis,English Premier League,Greece,
239842,Georgios Giakoumakis,Scottish Premiership,Greece,
256948,Christos Tzolis,English Premier League,Greece,
183497,Orestis Spyridon Karnezis,French Ligue 1,Greece,
205878,Stefanos Kapino,German 1. Bundesliga,Greece,
206469,Taxiarchis Fountas,Austrian Football Bundesliga,Greece,
229188,Vangelis Pavlidis,Holland Eredivisie,Greece,
234986,Panagiotis Retsos,German 1. Bundesliga,Greece,
242000,Konstantinos Mavropanos,German 1. Bundesliga,Greece,
199568,Konstantinos Lamprou,Holland Eredivisie,Greece,
202151,Konstantinos Stafylidis,German 1. Bundesliga,Greece,
204030,Stelios Kitsiou,Turkish Süper Lig,Greece,
204334,Ioannis Gelios,German 2. Bundesliga,Greece,
208260,Dimitrios Kourmpelis,Greek Super League,Greece,
236773,Emmanouil Siopis,Turkish Süper Lig,Greece,
239106,Leonardo Pablo Koutris,German 2. Bundesliga,Greece,
239272,Vasilis Cornelius Barkas,Scottish Premiership,Greece,
239845,Konstantinos Galanopoulos,Greek Super League,Greece,
240493,Alexandros Paschalakis,Greek Super League,Greece,
184477,Kyriakos Papadopoulos,,Greece,
226075,Michalis Bakakis,Greek Super League,Greece,
229150,Pantelis Chatzidiakos,Holland Eredivisie,Greece,
236696,Anastasios Chatzigiovanis,Greek Super League,Greece,
244287,Marios Vrousai,Greek Super League,Greece,
262815,Giannis Kotsiras,Greek Super League,Greece,
190084,Panagiotis Tachtsidis,Saudi Abdul L. Jameel League,Greece,
238637,Sebastian Vasiliadis,German 1. Bundesliga,Greece,
240271,Dimitris Limnios,Holland Eredivisie,Greece,
245540,Efstratios Svarnas,Greek Super League,Greece,
210380,Dimitrios Diamantakos,Croatian Prva HNL,Greece,
227732,Anastasios Donis,French Ligue 1,Greece,
234987,Athanasios Androutsos,Greek Super League,Greece,
239271,Giannis Anestis,Swedish Allsvenskan,Greece,
239846,Panagiotis Tsintotas,Greek Super League,Greece,
240409,Dimitrios Kolovetsios,Turkish Süper Lig,Greece,
240561,Giannis Bouzoukis,Greek Super League,Greece,
253213,Giorgos Kyriakopoulos,Italian Serie A,Greece,
261478,Anastasios Douvikas,Holland Eredivisie,Greece,
150106,Avraam Papadopoulos,Greek Super League,Greece,
198849,Athanasios Petsos,Austrian Football Bundesliga,Greece,
210381,Charalampos Lykogiannis,Italian Serie A,Greece,
216523,Marios Oikonomou,Danish Superliga,Greece,
236458,Achilleas Poungouras,Greek Super League,Greece,
237040,Dimitrios Nikolaou,Italian Serie A,Greece,
239841,Vasilios Konstantinos Lampropoulos,German 1. Bundesliga,Greece,
244344,Giannis Masouras,Holland Eredivisie,Greece,
252567,Sotirios-Polykarpos Alexandropoulos,Greek Super League,Greece,
253136,Giannis Michailidis,Greek Super League,Greece,
258015,Fotis Ioannidis,Greek Super League,Greece,
209667,Konstantinos Triantafyllopoulos,Polish T-Mobile Ekstraklasa,Greece,
240501,Alexandros Katranis,Polish T-Mobile Ekstraklasa,Greece,
245392,Ioannis-Foivos Botos,Holland Eredivisie,Greece,
245732,Anargyros Kampetsis,Holland Eredivisie,Greece,
252552,Konstantinos Tzolakis,Greek Super League,Greece,
253138,Theocharis Tsingaras,Greek Super League,Greece,
225768,Ilias Chatzitheodoridis,Greek Super League,Greece,
252999,Vasilios Zagaritis,Italian Serie B,Greece,
202517,Apostolos Vellios,Romanian Liga I,Greece,
209317,Panagiotis Vlachodimos,German 2. Bundesliga,Greece,
229703,Dimitrios Goutas,Turkish Süper Lig,Greece,
240563,Dimitrios Emmanouilidis,Danish Superliga,Greece,
258040,Giannis Papanikolaou,Polish T-Mobile Ekstraklasa,Greece,
245393,Vangelis Theocharis,Greek Super League,Greece,
257622,Eleutherios Lyratzis,Greek Super League,Greece,
258866,Vassilis Sourlis,Greek Super League,Greece,
259206,Antonis Stergiakis,English League Championship,Greece,
259633,Giannis Konstantelias,Greek Super League,Greece,
262389,Kosmas Gkezos,Austrian Football Bundesliga,Greece,
262822,Gerasimos Mitoglou,Greek Super League,Greece,
258834,Georgios Koutsias,Greek Super League,Greece,
262823,Alexandros Parras,Greek Super League,Greece,
255635,Andreas Athanasakopoulos,Greek Super League,Greece,
256983,Nikolaos Baxevanos,Romanian Liga I,Greece,
258841,Apostolos Apostolopoulos,Greek Super League,Greece,
262109,Alexios Kalogeropoulos,Greek Super League,Greece,
263555,Nikolaos Michelis,Holland Eredivisie,Greece,
264539,Savvas Siatravanis,Australian Hyundai A-League,Greece,
255636,Dimitrios Serpezis,Greek Super League,Greece,
262561,Apostolos Tsilingiris,Cypriot First Division,Greece,
262940,Apostolos Konstantopoulos,Belgian Jupiler Pro League,Greece,
255633,Nikos Christogeorgos,Greek Super League,Greece,
260941,Michalis Kosidis,Greek Super League,Greece,
263008,Konstantinos Roukounakis,Greek Super League,Greece,
262466,Anestis Nastos,Romanian Liga I,Greece,
263576,Antonis Makatounakis,German 2. Bundesliga,Greece,
240697,Shandon Baptiste,English Premier League,Grenada,
194759,Omar Jerome Beckles,English League Two,Grenada,
203809,Aaron Jordan Pierre,English League One,Grenada,
206202,Oliver Lewis Norburn,English League Championship,Grenada,
230846,Regan Evans Charles-Cook,Scottish Premiership,Grenada,
236328,Ricardo de Niro German,English League Two,Grenada,
190883,Adolph Joseph DeLaGarza,USA Major League Soccer,Guam,
260812,Gerardo Arturo Gordillo Olivero,Peruvian Primera División,Guatemala,
244835,Antonio De Jesús López Amenábar,Mexican Liga MX,Guatemala,
220971,Naby Keïta,English Premier League,Guinea,
237520,Mohamed Mady Camara,Greek Super League,Guinea,
230613,Amadou Diawara,Italian Serie A,Guinea,
224218,François Kamano,Russian Premier League,Guinea,
241821,Mohamed Lamine Bayo,French Ligue 1,Guinea,
189561,Bengali-Fodé Koita,Turkish Süper Lig,Guinea,
212282,Issiaga Sylla,French Ligue 2,Guinea,
244401,Mohamed Ali Camara,Swiss Super League,Guinea,
206553,Simon Augustin Falette,Turkish Süper Lig,Guinea,
209840,Julian Jeanvier,English Premier League,Guinea,
231489,Aly Keita,Swedish Allsvenskan,Guinea,
243867,Ousmane Kanté,French Ligue 2,Guinea,
259119,Saïdou Sow,French Ligue 1,Guinea,
198688,Peïlé Florentin Pogba,French Ligue 2,Guinea,
237524,Sory Kaba,Belgian Jupiler Pro League,Guinea,
244753,Abdoulaye Jules Keita,French Ligue 1,Guinea,
247288,Ibrahima Camará,Portuguese Liga ZON SAGRES,Guinea,
203528,Alhassane Bangoura,Ecuadorian Serie A,Guinea,
208030,Boubacar Fofana,Romanian Liga I,Guinea,
208309,Ibrahima Cissé,Belgian Jupiler Pro League,Guinea,
236279,Ibrahima Sory Conté,French Ligue 2,Guinea,
191157,Mikael Dyrestam,Norwegian Eliteserien,Guinea,
213021,Antoine Conte,Romanian Liga I,Guinea,
253039,Mory Konaté,Belgian Jupiler Pro League,Guinea,
263326,Aguibou Camara,Greek Super League,Guinea,
260716,Moussa Doumbouya,German 2. Bundesliga,Guinea,
236370,Lonsana Doumbouya,Chinese Super League,Guinea,
258330,Alkhaly Momo Cissé,German 1. Bundesliga,Guinea,
262641,Djibril Fandje Touré,English Premier League,Guinea,
256743,Abdoulaye Sylla,French Ligue 1,Guinea,
255767,Mohamed Toure,Australian Hyundai A-League,Guinea,
261454,Mai Traore,Norwegian Eliteserien,Guinea,
263599,Pierre Zaidan,French Ligue 2,Guinea,
237960,Mama Samba Baldé,French Ligue 1,Guinea Bissau,
241981,Eulânio Ângelo Chipela Gomes,Portuguese Liga ZON SAGRES,Guinea Bissau,
194020,Judilson Mamadu Tuncará Gomes,French Ligue 1,Guinea Bissau,
209449,Gerso Fernandes,Korean K League 1,Guinea Bissau,
241071,Moreto Moro Cassamá,French Ligue 1,Guinea Bissau,
208005,Abel Issa Camará,Portuguese Liga ZON SAGRES,Guinea Bissau,
239641,Alfa Semedo Esteves,Portuguese Liga ZON SAGRES,Guinea Bissau,
223510,Alexandre Mendy,French Ligue 2,Guinea Bissau,
234667,Eliseu Mendja Nadjack Soares Cassamá,Swiss Super League,Guinea Bissau,
251504,Manconi Soriano Mané,Portuguese Liga ZON SAGRES,Guinea Bissau,
225440,Carlos Apna Embaló,Belgian Jupiler Pro League,Guinea Bissau,
256856,Fali Candé,Portuguese Liga ZON SAGRES,Guinea Bissau,
220184,Jorge Fernando Barbosa Intima,Polish T-Mobile Ekstraklasa,Guinea Bissau,
220191,Marcelo Amado Djaló Taritolay,Portuguese Liga ZON SAGRES,Guinea Bissau,
240331,Panutche Amadu Pereira Camará,English League One,Guinea Bissau,
208294,Francisco Santos da Silva Júnior,Romanian Liga I,Guinea Bissau,
263144,Henrique Jocú,Portuguese Liga ZON SAGRES,Guinea Bissau,
263898,Sana Dafa Gomes,Portuguese Liga ZON SAGRES,Guinea Bissau,
202727,Joseph Mendes,French Ligue 2,Guinea Bissau,
260401,Mamadi Caba Camará,English League Championship,Guinea Bissau,
264032,Admilson Jorge Soares Có,French Ligue 2,Guinea Bissau,
252970,Armando Quitirna Junior,Rep. Ireland Airtricity League,Guinea Bissau,
210011,Terell Ondaan,Romanian Liga I,Guyana,
239989,Terence Owen Vancooten,English League Two,Guyana,
242961,Stephen Winston Duke-McKenna,English League Championship,Guyana,
257776,Liam Spencer Gordon,English League One,Guyana,
253374,Elliott Michael Bonds,English League One,Guyana,
264192,Nathan Moriah-Welsh,English League Championship,Guyana,
229429,Kai John Oliver McKenzie-Lyle,English League One,Guyana,
228591,Carlens Jean Fedlaire Ruby Arcus,French Ligue 2,Haiti,
244949,Frantzdy Pierrot,French Ligue 2,Haiti,
166539,Derrick Etienne Jr.,USA Major League Soccer,Haiti,
178363,Johny Placide,French Ligue 2,Haiti,
227573,Duckens Moses Nazon,French Ligue 2,Haiti,
241943,Leverton Pierre,French Ligue 2,Haiti,
243598,Stéphane Lambèse,French Ligue 2,Haiti,
252077,Bryan Alceus,Romanian Liga I,Haiti,
264156,Mikaël Cantave,Romanian Liga I,Haiti,
262276,Jhondly van der Meer,Holland Eredivisie,Haiti,
236245,Alberth Josué Elis Martínez,French Ligue 1,Honduras,
205495,Anthony Rubén Lozano Colón,Spain Primera Division,Honduras,
210321,Romell Samir Quioto Robinson,USA Major League Soccer,Honduras,
239782,Bryan Josue Acosta Ramos,USA Major League Soccer,Honduras,
186674,Róger Espinoza Ramírez,USA Major League Soccer,Honduras,
198705,Andy Aryel Najar Rodríguez,USA Major League Soccer,Honduras,
175092,Maynor Alexis Figueroa Róchez,USA Major League Soccer,Honduras,
196948,Óscar Boniek García Ramírez,USA Major League Soccer,Honduras,
231973,Danilo Acosta,USA Major League Soccer,Honduras,
264157,Joseph Rosales,USA Major League Soccer,Honduras,
253390,Douglas Francisco Martínez Juárez,USA Major League Soccer,Honduras,
240805,Wai-Tsun Dai,Chinese Super League,Hong Kong,
257494,Chun Lok Tan,Chinese Super League,Hong Kong,
185122,Péter Gulácsi,German 1. Bundesliga,Hungary,
204638,Vilmos Tamás Orban,German 1. Bundesliga,Hungary,
236772,Dominik Szoboszlai,German 1. Bundesliga,Hungary,
234171,Roland Sallai,German 1. Bundesliga,Hungary,
253170,Attila Szalai,Turkish Süper Lig,Hungary,
186648,Tamás Kádár,Chinese Super League,Hungary,
221610,Dénes Dibusz,Hungarian Nemzeti Bajnokság I,Hungary,
231493,László Kleinheisler,,Hungary,
188537,Loïc Négo,,Hungary,
230718,Endre Botka,Hungarian Nemzeti Bajnokság I,Hungary,
184789,Ádám Szalai,German 1. Bundesliga,Hungary,
232148,Dániel Sallói,USA Major League Soccer,Hungary,
201549,Nemanja Nikolić,,Hungary,
210129,Gergő Lovrencsics,Croatian Prva HNL,Hungary,
230936,Ádám Nagy,,Hungary,
194945,Roland Varga,,Hungary,
201707,Attila Fiola,,Hungary,
234172,Barnabás Bese,Belgian Jupiler Pro League,Hungary,
253077,Dávid Miklós Sigér,Hungarian Nemzeti Bajnokság I,Hungary,
258590,Kevin Varga,Turkish Süper Lig,Hungary,
199526,Balázs Megyeri,Turkish Süper Lig,Hungary,
223207,Ádám Lang,,Hungary,
237247,Paulo Vinícius Souza dos Santos,Cypriot First Division,Hungary,
238277,Dániel Gazdag,USA Major League Soccer,Hungary,
238536,Tamás Kiss,Holland Eredivisie,Hungary,
239377,Szabolcs Schön,USA Major League Soccer,Hungary,
255942,Márk Tamás,Polish T-Mobile Ekstraklasa,Hungary,
184585,Ádám Bogdán,Hungarian Nemzeti Bajnokság I,Hungary,
218054,Krisztófer András Vida,Polish T-Mobile Ekstraklasa,Hungary,
224375,Bálint Vécsei Máté,Hungarian Nemzeti Bajnokság I,Hungary,
239952,Ákos Kecskés,,Hungary,
258452,Tamás Cseri,,Hungary,
185173,Vladimir Koman Jr.,Indian Super League,Hungary,
208129,Soma Zsombor Novothny,German 1. Bundesliga,Hungary,
258708,Botond Balogh,Italian Serie B,Hungary,
263233,Bendegúz Bolla,Swiss Super League,Hungary,
251582,Adrián Szőke,Holland Eredivisie,Hungary,
261207,Máté Katona,Hungarian Nemzeti Bajnokság I,Hungary,
261257,Regő Szánthó,Hungarian Nemzeti Bajnokság I,Hungary,
242731,Dániel Csóka,English League One,Hungary,
260600,Csaba Bukta,Austrian Football Bundesliga,Hungary,
229783,Dániel Gyollai,English League Championship,Hungary,
264482,Dániel Prosser,Danish Superliga,Hungary,
235086,Ádám Varga,Hungarian Nemzeti Bajnokság I,Hungary,
257630,Krisztofer Horváth,Italian Serie A,Hungary,
264351,Antal Bencze,Portuguese Liga ZON SAGRES,Hungary,
258377,András Németh,Belgian Jupiler Pro League,Hungary,
261209,Dominik Csontos,Hungarian Nemzeti Bajnokság I,Hungary,
257999,György Székely,German 3. Bundesliga,Hungary,
184484,Gylfi Þór Sigurðsson,English Premier League,Iceland,
191076,Johann Berg Guðmunds­son,English Premier League,Iceland,
221422,Sverrir Ingi Ingason,Greek Super League,Iceland,
195586,Alfreð Finnbogason,German 1. Bundesliga,Iceland,
208522,Hörður Björgvin Magnússon,Russian Premier League,Iceland,
190640,Guðlaugur Victor Pálsson,German 2. Bundesliga,Iceland,
190461,Björn Bergmann Sigurðarson,Norwegian Eliteserien,Iceland,
238004,Albert Guðmundsson,Holland Eredivisie,Iceland,
238196,Arnór Sigurðsson,Italian Serie A,Iceland,
203929,Jón Guðni Fjóluson,Swedish Allsvenskan,Iceland,
211177,Arnór Ingvi Traustason,USA Major League Soccer,Iceland,
221553,Viðar Örn Kjartansson,Norwegian Eliteserien,Iceland,
222562,Rúnar Alex Rúnarsson,Belgian Jupiler Pro League,Iceland,
241474,Jón Dagur Þorsteinsson,Danish Superliga,Iceland,
179899,Ari Freyr Skúlason,Swedish Allsvenskan,Iceland,
188916,Hólmar Örn Eyjólfsson,Norwegian Eliteserien,Iceland,
189167,Aron Einar Malmquist Gunnarsson,,Iceland,
208597,Hjörtur Hermannsson,,Iceland,
216633,Ögmundur Kristinsson,Greek Super League,Iceland,
212992,Jón Daði Böðvarsson,English League Championship,Iceland,
213106,Rúnar Már Sigurlaugarson Sigurjónsson,Romanian Liga I,Iceland,
237511,Alfons Sampsted,Norwegian Eliteserien,Iceland,
175789,Birkir Bjarnason,Turkish Süper Lig,Iceland,
184255,Kolbeinn Sigþórsson,Swedish Allsvenskan,Iceland,
213512,Guðmundur Þórarinsson,USA Major League Soccer,Iceland,
220922,Hólmbert Aron Friðjónsson,German 2. Bundesliga,Iceland,
227509,Elías Már Ómarsson,French Ligue 2,Iceland,
246814,Ísak Bergmann Jóhannesson,Danish Superliga,Iceland,
236883,Mikael Neville Anderson,Danish Superliga,Iceland,
226510,Daníel Leó Grétarsson Schmidt,English League Championship,Iceland,
166851,Kári Árnason,,Iceland,
206379,Hannes Þór Halldórsson,,Iceland,
224418,Samúel Kári Friðjónsson,Norwegian Eliteserien,Iceland,
244867,Jökull Andrésson,English League One,Iceland,
245274,Patrik Sigurður Gunnarsson,Norwegian Eliteserien,Iceland,
183122,Birkir Már Sævarsson,,Iceland,
238195,Viðar Ari Jónsson,Norwegian Eliteserien,Iceland,
226509,Aron Elís Þrándarson,Danish Superliga,Iceland,
242611,Kristófer Ingi Kristinsson,Danish Superliga,Iceland,
258867,Valdimar Þór Ingimundarson,Norwegian Eliteserien,Iceland,
224936,Adam Örn Arnarson,Norwegian Eliteserien,Iceland,
244942,Sveinn Aron Guðjohnsen,Swedish Allsvenskan,Iceland,
256367,Ari Leifsson,Norwegian Eliteserien,Iceland,
258533,Bjarki Steinn Bjarkason,Italian Serie A,Iceland,
245270,Kolbeinn Birgir Finnsson,German 3. Bundesliga,Iceland,
246552,Óskar Tor Sverrisson,Swedish Allsvenskan,Iceland,
256036,Andri Fannar Baldursson,Danish Superliga,Iceland,
246704,Elías Rafn Ólafsson,Danish Superliga,Iceland,
262551,Stefán Teitur Thórdarson,Danish Superliga,Iceland,
261457,Brynjólfur Darri Willumsson,Norwegian Eliteserien,Iceland,
262845,Róbert Orri Thorkelsson,USA Major League Soccer,Iceland,
263658,Brynjar Ingi Bjarnason,Italian Serie B,Iceland,
260383,Valgeir Lunddal Friðriksson,Swedish Allsvenskan,Iceland,
260980,Aron Bjarnason,Swedish Allsvenskan,Iceland,
263657,Thórir Jóhann Helgason,Italian Serie B,Iceland,
264133,Hakon Valdimarsson,Swedish Allsvenskan,Iceland,
246815,Oliver Stefánsson,Swedish Allsvenskan,Iceland,
262088,Hákon Arnar Haraldsson,Danish Superliga,Iceland,
190939,Sunil Chhetri,Indian Super League,India,
225213,Gurpreet Singh Sandhu,Indian Super League,India,
193913,Arindam Bhattacharya,Indian Super League,India,
223760,Amrinder Singh,Indian Super League,India,
228188,Pritam Kotal,Indian Super League,India,
231933,Rowllin Borges,Indian Super League,India,
245170,Anirudh Thapa,Indian Super League,India,
231932,Lallianzuala Chhangte,Indian Super League,India,
245165,Subhasish Bose,Indian Super League,India,
248296,Seriton Fernandes,Indian Super League,India,
248298,Brandon Fernandes,Indian Super League,India,
228194,Mandar Rao Dessai,Indian Super League,India,
228195,Prabir Das,Indian Super League,India,
247630,Sahal Abdul Samad,Indian Super League,India,
248178,Bipin Singh,Indian Super League,India,
248265,Rahul Bheke,Indian Super League,India,
248306,Adil Khan,Indian Super League,India,
211476,Lenny Rodrigues,Indian Super League,India,
217232,Harmanjot Singh Khabra,Indian Super League,India,
234508,Konsham Chinglensana Singh,Indian Super League,India,
245164,Vishal Kaith,Indian Super League,India,
248264,Nishu Kumar,Indian Super League,India,
248315,Jerry Mawihmingthanga,Indian Super League,India,
253712,Lalengmawia Ralte,Indian Super League,India,
193912,Subhasish Roy Chowdhury,Indian Super League,India,
223764,Narayan Das,Indian Super League,India,
228198,Jackichand Singh,Indian Super League,India,
228199,Halicharan Narzary,Indian Super League,India,
231461,Pronay Halder,Indian Super League,India,
236546,Ishan Pandita,Indian Super League,India,
236774,Muhammad Ashique Kuruniyan,Indian Super League,India,
248300,Manvir Singh,Indian Super League,India,
248302,Ashutosh Mehta,Indian Super League,India,
248317,Michael Soosairaj,Indian Super League,India,
174443,Gurjinder Kumar,Indian Super League,India,
193911,Subrata Paul,Indian Super League,India,
229080,Keisham Reagan Singh,Indian Super League,India,
233524,Udanta Kumam Singh,Indian Super League,India,
234507,Mohammed Rafique,Indian Super League,India,
245169,Jerry Lalrinzuala,Indian Super League,India,
247626,Dheeraj Singh Moirangthem,Indian Super League,India,
248180,Raynier Fernandes,Indian Super League,India,
248284,Albino Gomes,Indian Super League,India,
248319,Farukh Choudhary,Indian Super League,India,
248325,TP Rehenesh,Indian Super League,India,
252244,Jobby Justin,Indian Super League,India,
253479,Liston Colaco,Indian Super League,India,
253504,Jessel Carneiro,Indian Super League,India,
253505,Rahul Kannoly Praveen,Indian Super League,India,
253704,Asish Rai,Indian Super League,India,
257893,Romario Jesuraj,Indian Super League,India,
259106,Suhair Vadakkepeedika,Indian Super League,India,
259340,Akash Mishra,Indian Super League,India,
259346,Glan Martins,Indian Super League,India,
263730,Bidyashagar Singh,Indian Super League,India,
263886,Deepak Devrani,Indian Super League,India,
217231,Laxmikant Kattimani,Indian Super League,India,
233525,Vinit Rai Chamling,Indian Super League,India,
238205,Anas Edathodika,Indian Super League,India,
247627,Seiminlen Doungel,Indian Super League,India,
248274,Laldinliana Renthlei,Indian Super League,India,
248294,Saviour Gama,Indian Super League,India,
248307,Mohammed Yasir,Indian Super League,India,
248313,Pratik Chaudhari,Indian Super League,India,
253031,Edwin Sydney Vanspaul,Indian Super League,India,
253476,Deepak Tangri,Indian Super League,India,
253508,Jeakson Singh,Indian Super League,India,
253672,Arshdeep Singh,Indian Super League,India,
253726,Amey Ranawade,Indian Super League,India,
258410,Sandeep Singh,Indian Super League,India,
259645,Mashoor Shereef,Indian Super League,India,
228989,Seityasen Singh,Indian Super League,India,
231567,Bikash Jairu,Indian Super League,India,
236453,Germanpreet Singh,Indian Super League,India,
245167,Lalruatthara Lalruatthara,Indian Super League,India,
246715,Sarthak Golui,Indian Super League,India,
248197,Vignesh Murthy,Indian Super League,India,
248246,Debjit Majumder,Indian Super League,India,
248250,Ricky Lallawmawma,Indian Super League,India,
248251,Hitesh Sharma,Indian Super League,India,
248252,Jayesh Rane,Indian Super League,India,
248289,Nandhakumar Sekar,Indian Super League,India,
248310,Nikhil Poojary,Indian Super League,India,
248327,Provat Lakra,Indian Super League,India,
248334,Redeem Tlang,Indian Super League,India,
253064,Suresh Wangjam,Indian Super League,India,
253700,Laldanmawia Ralte,Indian Super League,India,
253722,Princeton Rebello,Indian Super League,India,
264486,Hira Mondal,Indian Super League,India,
208482,Raju Eknanth Gaikwad,Indian Super League,India,
228196,Dhanpal Ganesh,Indian Super League,India,
228992,Sehnaj Singh,Indian Super League,India,
248172,Joyner Lourenco,Indian Super League,India,
248177,Sauvik Chakrabarti,Indian Super League,India,
248280,Isaac Vanmalsawma,Indian Super League,India,
248290,Shubham Sarangi,Indian Super League,India,
248291,Naveen Kumar,Indian Super League,India,
248293,Mohamed Ali,Indian Super League,India,
248301,Kamaljit Singh,Indian Super League,India,
248304,Nim Dorjee Tamang,Indian Super League,India,
248331,Lalthathanga Khawlhring,Indian Super League,India,
250856,Amarjit Singh Kiyam,Indian Super League,India,
252246,Narender Gahlot,Indian Super League,India,
253478,Rahim Ali,Indian Super League,India,
254475,Sumit Rathi,Indian Super League,India,
257894,Denechandra Meitei,Indian Super League,India,
258411,Ajith Kumar,Indian Super League,India,
258449,Nongdamba Naorem,Indian Super League,India,
259741,Mohammed Irshad,Indian Super League,India,
260106,Gurmeet Singh,Indian Super League,India,
260108,Rochharzela Rochharzela,Indian Super League,India,
262048,Hormipam Ruivah,Indian Super League,India,
264362,PC Laldinpuia,Indian Super League,India,
223771,Balwant Singh,Indian Super League,India,
245166,Salam Ranjan Singh,Indian Super League,India,
247628,Prasanth Karuthadathkuni,Indian Super League,India,
247631,Mohamad Rakip,Indian Super League,India,
248276,Tondonba Singh,Indian Super League,India,
248305,Sahil Panwar,Indian Super League,India,
248318,Mobashir Rahman,Indian Super League,India,
253035,Aibanbha Dohling,Indian Super League,India,
253065,Prabhsukhan Gill,Indian Super League,India,
253509,Sourav Das,Indian Super League,India,
253670,Gaurav Bora,Indian Super League,India,
253708,Ninthoi Meetei,Indian Super League,India,
257684,Makan Winkle Chothe,Indian Super League,India,
257688,Sanson Pereira,Indian Super League,India,
258197,Sheikh Sahil,Indian Super League,India,
258800,William Lalnunfela,Indian Super League,India,
259137,Devendra Murgaonkar,Indian Super League,India,
259730,Mehtab Singh,Indian Super League,India,
262047,Sanjeev Stalin,Indian Super League,India,
262377,Sebastian Thangmuansang,Indian Super League,India,
263683,Danish Farooq,Indian Super League,India,
264499,Naocha Singh,Indian Super League,India,
264599,Muhammed Nemil,Indian Super League,India,
236452,Daniel Lalhlimpuia,Indian Super League,India,
247634,Abdul Hakku,Indian Super League,India,
248247,Ankit Mukherjee,Indian Super League,India,
248253,Komal Thatal,Indian Super League,India,
248308,Rohit Kumar,Indian Super League,India,
248324,Pawan Kumar,Indian Super League,India,
253499,Aniket Jadhav,Indian Super League,India,
253506,Samuel Lalmuanpuia,Indian Super League,India,
254092,Hmingthan Mawia,Indian Super League,India,
256304,Parag Shrivas,Indian Super League,India,
256836,Hendry Antonay,Indian Super League,India,
256992,Kamalpreet Singh,Indian Super League,India,
256993,Paul Ramfangzauva,Indian Super League,India,
259648,Boris Singh,Indian Super League,India,
259729,Phurba Lachenpa,Indian Super League,India,
